Arabic,Franko
متزوجه,mtzojeh
مرغوبة,marghooba
لأنه,la2nh
ابلكش,2blke$
بقرف,b8aref
شوفيني,shufeni
وخاصة,w5stan
هبوشه,habosheh
غرقانة,ghar2ana
ألا,ela
مواقف,mawakef
وجهي,wjhe
فيش,fesh
الكفتيريا,elkfterya
مستغرب,mestaghrab
ضايعة,day3a
بعشقك,ba3sha2ak
متضررة,motdarera
عينك,3einak
البيت,llbeet
تدايقت,tday8t
فني,fany
شيء,she2
متفائل,motfaael
مبروك,mabrook
هي,heya
مقبوضة,ma2booda
ينزع,ynz3
ستات,setat
متفائلة,motafaa2ela
ابعد,ab3ad
جرش,jr$
اعطيه,a36eh
مناظر,manazer
محافزه,m7afza
مرغوب,marghoob
سلم,sellem
لطيف,latif
مبروك,mabrook
اسفه,2sfeh
سامحة,same7a
متفرقة,motafare2a
ذكرياتنا,zekrayatna
محرومة,mahrooma
عرمط,3rm6
عشق,3esh2
جندب,jndb
محترمة,mohtarama
محاولات,mo7awalat
شفتيها,shftiha
عطشانة,atshana
متألمة,mot2alema
غناء,ghena2
بصخمو,b9s5mo
طريقه,trykeh
حبي,7oby
ماحكيت,ma7ket
ماضي,maady
مجروح,magroo7
معجبة,mo3gaba
متجوز,motgawez
مازلت,mazelt
متأكد,mota2aked
قلبها,albaha
مطرة,motra
باحث,ba7es
مثالي,mesaly
يعرف,y3raf
سحاب,sahab
صريحة,saree7a
طرق,toro2
استمري,estamri
قصة,qessa
لؤلؤ,lo2lo2
تعبانة,ta3bana
مازلت,mazelt
متضرر,motdarer
العمر,al3omr
بريء,bare2
كبيره,kbeera
بوقته,bwa8to
حياتي,7ayaty
الماضيه,elma9'eh
معجب,mo3gib
معطيتنا,m3tetna
حبيبي,7abeeby
بأطراف,b26raf
اختيارات,ekhteyarat
أيامنا,ayamna
فرحه,far7a
متخبي,mt5abe
احكيلي,e7kily
اهلك,ahlek
عشقي,3ash2i
بالتوفيق,bltawfe8
جمعنا,jm3na
بتحبيني,bt7bini
وياك,weyaak
مصاريف,msaref
متوقع,motawa2e3
محتاجها,mehtagaha
هو,howa
متألق,mot2alek
خلينا,5alina
اخبارك,a5bark
قسوة,qaswa
ماسي,masi
قديمة,adeema
بتناقشي,btna8$i
عشق,3esh2
اخويه,a5woeh
فصول,fosool
بدي,badi
بعد,ba3d
متفائل,motfaael
عبي,3aby
زيك,zayeek
راحة,raha
خطوبة,khotoba
قديمة,adeema
نجمة,negma
عريس,3arees
رايقان,ray2an
ارجعلي,erga3li
مطلوبة,matlooba
تقدير,t8deer
صف,9af
جنبك,gambik
ساقعة,sa23a
تحديات,ta7adyat
هستيريه,hstereh
موج,moog
مصرة,mosera
صادقة,sade2a
بهجتي,bahgaty
أقرب,a2rab
محتاجهم,mehtagohom
ضحكة,da7ka
عينك,3einek
صوتها,sotha
مجروحة,magroo7a
بحكيلك,ba7kilek
شدة,shidda
يا قلب,ya2alb
وبس,wbs
محاولات,mo7awalat
ميرا,mira
تصبح,tesbah
تصبح,tesbah
متجوز,motgawez
متجوزة,motgawza
مستغرب,mestaghrab
مبسوطين,mabsooteen
أصالة,asaleh
مبسوطه,mb9o6ah
متكسرة,motakassera
فنانة,fannana
دنيا,donia
مساء,masa2
سنه,sana
ما,ma
لابقين,lab8en
نص,noss
الجبل,eljabal
لامعان,lama3an
ساقعة,sa23a
جنبك,gambak
بيقولولك,beyoulolek
محتاجك,mehtagek
روايات,riwayat
صوتها,sotha
بعيد,b3eed
كلمة,kalema
الغورثم,algorithm
صاحبة,sa7eba
رسائل,rasa2el
متواضعة,motwade3a
عشقي,3ash2i
مزيكا,mazyka
عشرة,3ashara
طلقة,tal2a
يوافق,ywafe8
مشهورة,mashhoora
أهداف,ahdaf
حلوة,7elwaya
مميز,momayez
رسائل,rasa2el
متوقعة,motawake3a
وحشتني,wa7ashteny
نص,noss
غامق,ghame2
متألقة,mot2alla2a
متألمة,mota2allema
يهمك,yhmk
مميز,momayez
اسمه,asmo
صريحة,saree7a
تحكيلي,t7keele
صغير,soghayar
دخلك,da5alaek
قاسية,qasya
بقالك,ba2alik
أدبية,adabya
اختيارات,ekhteyarat
اوقات,aw8at
ربنا,rabena
أمال,omal
تقريباً,ta2reeban
حلو,helw
قدام,oddam
اكرببيهن,2krbehn
انضف,andaf
محتاجك,mehtagik
فراق,fora2
متوقعة,motawake3a
طلعتي,tl3ti
مطنش,mtanesh
نجمة,nagma
نجمة,nagma
حكاية,7ekaya
مشرفة,mosharefa
فعلتيه,f3lteh
فوق,fou2
بزعل,bz3l
شعرها,$3rha
عمي,3ami
بتعرفوه,bta3rafoh
خطوبة,khotoba
ناديني,nadini
ساقط,sag6
مشغولة,mashghoola
تائبة,ta2eba
عشق,3esh2
بعشقه,ba3sha2o
زكري,zakry
كريمه,kareema
مازالت,mazalet
بقالها,ba2alha
شوكه,$oka
غالب,ghaleb
امان,aman
محاولات,mo7awalat
ناعمين,na3men
كلامها,kalamha
خلفك,5lfk
بالبيت,belbet
افتح,efta7
فكري,fekry
متكسرة,motakassera
مازالت,mazalet
شرش,shrsh
متأثر,met2ther
تسلم,teslam
بحكو,b7ko
مطمئن,motma2en
بشعرها,bsh3rha
كوكب,kawkab
مقبوض,ma2bood
غدارة,ghadara
ماضي,maady
ذكريات,dikaryt
أيامنا,ayamna
ماسيبش,masibsh
جامدة,gamda
مرغوبة,marghooba
بعيد,b3eed
كلنا,kollena
تاعي,ta3i
هي,heya
احكوا,e7ku
سيبهم,sebhom
غنائي,ghena2y
سيبهم,sebhom
حصل,79l
متألقة,mot2alleqa
فضة,fadda
مقبولة,ma2boola
محتاجها,mehtagaha
متشائمة,motsha2ema
سلم,sellem
وياك,weyaak
ثلاثة,talata
كل,koll
بردو,berodo
محاولة,mo7awala
طلق,6alag
صورتي,sorty
كبيره,kbeera
ناجحة,nag7a
محتاجك,mehtagek
يا قلب,ya2alb
روحي,ro7i
صغيرة,soghayara
القرعه,2l8r3a
نجمة,negma
كفاية,kfaya
غيرانة,gheerana
مبسوطين,mabsooteen
تقديرها,ta2deerha
قلتلك,2oltlak
نادت,nadata
قديمة,adeema
صوتها,sawtaha
تزور,tzor
مالكيش,mlkish
يا قلب,ya2alb
مؤثرة,mo2assera
محترمة,mohtarama
سلام,salam
متكسرة,motakassera
متعلق,mota3alek
أصالة,asaleh
بقالها,ba2alha
صابونه,9abouna
تنحيف,tan7eef
منتهية,montaheya
جامد,gamed
مزيكا,mazyka
كيكه,cakeh
حبيبي,7abeby
كلامه,kalamo
أغنية,aghnya
ألف,alf
أوي,awy
متألق,mot2alleq
معهوره,m3ahorah
زفة,zaffa
فاشل,fashel
متضررة,motdarera
غامض,ghamed
متضرر,motdarer
واقعي,wake3y
بحكيلك,ba7kilik
مشوار,mashwar
غدر,ghadr
دايرة,dawera
نهاية,nehayet
مستغرب,mestaghrab
عيادة,3eadet
بعرفهم,b3rfhom
مرغوب,marghoob
صريح,saree7
فوق,fou2
قاعدين,ga3den
هي,heya
خاطبه,5a6ba
تحديات,ta7adyat
واضحة,wad7a
مجنونه,majnounh
بديعة,badee3a
حاجة,7aga
قاسية,qasya
ملهمة,molhema
انشاءالله,insha'allah
زكري,zakry
بحول,b7wel
حبي,7obbi
ساقية,sa2ya
قلتلي,8oltly
امان,aman
مسافرة,msafra
واقعي,wake3y
الحراره,el7rarah
اطول,2twal
ماسيبش,masibsh
مناظر,manazer
غدارة,ghadara
ماسيبش,masibsh
زاهق,zahe2
انشوفك,nshofak
تائبة,ta2eba
قريب,2areeb
مزه,moza
متألقة,mot2alla2a
نجمة,negma
فرحانه,ferhana
رسائل,rasa2el
محتاجهم,mehtagohom
بحكيلك,ba7kilik
التربيع,eltarbe3
حلوين,helwen
فكرتها,fekratha
رجعته,rj3to
بنت,benet
رفعتلي,raf3tli
هلأ,hala2
العتمى,l3tma
لصقه,las8a
طلق,tal2
مفك,mfk
بكرة,bokra
ذهبي,dahabi
الذهبي,2l4habi
وعدك,wa3dak
بهجتي,bahgaty
مسكره,mskrh
واضحة,wad7a
تقريباً,ta2reeban
قلهم,2olhom
قلبك,2albak
حمراء,hamra
انبسطو,enbs6o
قطار,g6ar
قسوة,qaswa
بتفرق,btfrg
حاجات,7agat
بي,bye
هالغباء,hlghba2
متوقع,motawa2e3
متوقعة,motawake3a
فضي,feddy
بحر,ba7r
نهاية,nehayet
ساقعة,sa23a
ندمانة,nadmana
معي,m3i
يوميا,yomian
بشعه,b$3a
ماسي,masi
غالية,ghalya
مقبولة,ma2boola
مشيت,mshet
دموع,domoo3
سطلت,sa6alt
غضب,ghadab
مليار,milyar
متفرق,motafare2
خير,kheir
سيبه,seboh
احكيلي,e7kily
هي,heya
لحن,la7n
أصيل,aseel
متكسرة,motakassera
محترم,mohtaram
تحديات,ta7adyat
كلمة,kalema
محتار,mehtar
الطرمه,el6arma
مبروك,mabrook
أيامهم,ayamhom
محترم,mohtaram
غالية,ghalya
مازال,mazal
لحظة,la7za
دماغ,demagh
محترم,mohtaram
بريء,bare2
هل,hl
فصول,fosool
جدعان,gad3an
أصل,asl
حاجات,7agat
غالية,ghaliyaa
سيبهم,sebhom
محترم,mohtaram
قلتلك,2oltlak
قلبي,2albi
مجروحة,magroo7a
رؤياها,ro2yaha
ناديني,nadini
جواز,gawaz
مستشفى,mosta$fa
امان,aman
ألف,alf
لهفة,lahfa
محلاك,m7lak
يلغي,yl3'e
كلمة,kalema
تحطي,t7oti
جنب,ganb
مطلوبة,matlooba
بقالي,ba2ali
الخضر,2l59'r
احكيلي,e7kily
يقرصني,ygro9ne
كلامه,kalamo
عقيديه,3aqedeh
محروم,mahroom
بتشوف,bt$of
توبة,tawba
غانم,ghanem
بطيء,baty2
جواز,gawaz
تماماً,tamaman
أمنية,omniya
ربنا,rabena
حياتي,7aiate
بحبك,ba7ebak
احكيلها,e7kelha
مفروض,mafroud
بخجل,b5jal
تعبانة,ta3bana
متواضعة,motwade3a
جديد,gdeed
أدبية,adabya
نص,noss
مجذوب,magzoub
المخرفن,2lm5rfen
وياك,weyaak
مصحه,m9a7a
عشقتك,3sh8tk
نص,noss
تعليق,t3le8
بريء,bare2
للبنت,llbnt
اختيارات,ekhteyarat
حلو,helw
اسويهم,asawihom
تائبة,ta2eba
غايب,ghayeb
سلم,sellem
ستات,setat
صمغ,9m3'
نكد,nakad
سريع,saree3
بنفسجي,banafsegy
شوق,shaw2
مساء,masa2
دب,dob
مقبوضة,ma2booda
معايه,ma3aya
ستة,seta
مازال,mazal
مطرية,motrya
أيامهم,ayamhom
ماضي,maady
معجبة,mo3gaba
بقالك,ba2alik
مطلوبة,matlooba
يخرب,y5rab
قريب,2areeb
سب,sibb
ضيقة,dayye2a
مستحملة,mesta7mela
متوقع,motawa2e3
مالبستش,mlbst$
زفة,zaffa
حلوة,7elwaya
مصخرجي,m95rji
ألف,alf
يبارك,ybark
قوية,qaweya
مستعجل,mesta3gel
بحاول,bahawel
شقفات,sh8fat
أمنية,omniya
بعيد,b3eed
غالية,ghalya
غالب,ghaleb
بلاقيها,bla8eha
قلبك,2albik
أقوى,a2wa
إخلاص,ekhlas
سريع,saree3
اسراء,israa
مساء,masa2
اعزمك,23zmk
ساقية,sa2ya
جدعة,gad3a
بعشقك,ba3sha2ak
قديمة,adeema
محتاجك,mehtagak
بيقولولك,beyoulolek
مشغولة,mashghoola
مرتاحة,merta7a
صوتي,sawte
العافيه,el3afyh
ذكرياتنا,zekrayatna
زهره,zahra
اعرف,e3raf
بهجة,bahga
حبيبتي,7abibti
سلام,salam
مربى,mrba
نقرأها,negraha
جريئة,garee2a
مالكيش,mlkesh
مازال,mazal
شوق,shoogh
قوي,qawy
أهداف,ahdaf
دنانير,dananer
اختصر,e5ta9er
قمر,2amar
كأنو,ka2no
مرغوبة,marghooba
مثالية,mesalya
ذكرياتك,zekrayatak
متجوز,motgawez
جريئة,garee2a
صادقة,sade2a
بعشقه,ba3sha2o
تحفة,to7fa
هيك,heeek
أربعة,arba3a
باحثة,ba7esa
جنبك,gambak
احكيلي,e7kily
توبة,tawba
متفائل,motfaael
حبيبي,7abeeby
يمين,yemeen
شايفه,$ayfa
بتنامي,btnamy
محترم,mohtaram
وخلصو,wakhlso
حبنا,7obena
حفلة,7flet
دورو,doro
اسألتك,as2ltek
ثبات,sobat
واضحة,wad7a
بكرة,bokra
بعيداً,ba3eedan
خليها,khalliha
حشيش,7shesh
ناس,nas
جريء,garee2
اوكي,awake
متشائمة,motsha2ema
بحاول,ba7awel
بندوره,bndora
كلمة,kalema
خضراء,59'ra
ادمان,edman
حبي,7oby
صغير,soghayar
متجوزة,motgawza
قمر,2amar
بتتسلى,bttsla
رهوفتي,rahofte
اختيارات,ekhteyarat
والضهر,wadahr
كوكب,kawkab
واقعية,wa2e3ya
الواقع,elwa8e3
دنيا,donia
متوقع,motawa2e3
قلبها,albaha
مضطرة,motara
ساقعة,sa23a
أغنية,aghnya
نتفاهم,ntfaham
ثبات,sobat
تحديات,ta7adyat
مرغوبة,marghooba
جامد,gamed
مفروض,mafroud
أدبية,adabya
تائبة,ta2eba
مقبول,ma2bool
صح,sa7
حبيبي,7abeby
جداً,gedan
فكك,fokek
مبسوطين,mabsooteen
بعشقك,ba3sha2ik
ضحكتك,da7ketak
سريعة,saree3a
صغيرة,soghayara
مبكرة,mobakkera
بعتذر,ba3tezer
سلم,sellem
مقبوضة,ma2booda
سامحة,same7a
مشغول,mashghool
صريحة,saree7a
مديح,made7
صريحة,saree7a
دماغها,demagha
تمانية,tamanya
رايقان,ray2an
بعيد,ba3eed
هيكا,heka
فوريه,foreh
رايقة,ray2a
يا قلب,ya2alb
تكلمني,tklmni
نورك,nourik
ربك,rabek
إصرار,esrar
جديد,gdeed
متأخرة,mot2akhra
لهفة,lahfa
ناجحة,nag7a
افتحي,eft7e
راحة,raha
متكسر,metkassar
متألمة,mota2allema
صوت,sot
ارجع,erga3
سيبه,seboh
موفئين,mwafa2ein
راجل,ragel
الحوم,el7om
ابعد,ab3ad
طويلة,tawila
مغامرات,moghamarat
متوفر,motwaffer
مسافرة,msafra
بقاله,ba2alo
معاكي,ma3aki
منشوف,mnshoof
تتطبخي,tatb5i
أعز,a3z
حبيبي,7abeby
بحسه,be7eso
بصراحه,b9ra7a
مجانيه,mjanyh
قلت,2olt
الشمس,el$ams
توخذيها,to5deha
محتاجها,mehtagaha
متواصلة,metwasela
متفرق,motafare2
متكسرة,motakassera
قوي,qawy
قلتلك,8ltlk
وعدك,wa3dak
بيقولولك,beyoulolek
لؤلؤ,lo2lo2
خطوبة,khotoba
محتاجك,mehtagak
طويلة,tawila
غدارة,ghadara
خسرانة,khasrana
مشاعر,masha3er
بتأخر,bt25r
أمنية,omniya
نقاش,ne8a$
بقولك,ba2olek
حكايتنا,7ekayetna
أيامهم,ayamhom
طويل,tawil
شفاف,$faf
صريحة,saree7a
عليا,3alaya
مرض,mrd
جدعة,gad3a
امان,aman
بايق,bay8
تحدي,ta7ady
بعطيك,b36ek
بريئة,bare2a
غامضة,ghamda
بعيد,b3eed
مؤثر,mo2asser
محتاجك,mehtagak
حكيت,7kait
بتدرب,btdrb
تراضيني,tradeni
صفحات,saf7at
مراسلنا,mraslna
مسدق,msd8
أنساك,ansak
عروسة,3arousa
غدر,ghadr
ساقية,sa2ya
رايق,raye2
صوتها,sotha
جديدة,gdeeda
كلي,kolly
مرغوبة,marghooba
كلامه,kalamo
محرومة,mahrooma
متجوزة,motgawza
متحمسه,mt7amseh
سيبني,sebny
أصالة,asaleh
بقولك,ba2olek
قاسية,qasya
كلامها,kalamha
مؤثرة,mo2assera
عديمة,3demt
يبسطك,yebsetak
دلوقتي,delwa2ti
حبيبتي,7abibti
غنائي,ghena2y
فنان,fannan
مقبول,ma2bool
باحث,ba7es
دوّر,dawer
مرسلة,morsela
جداً,gedan
تاغات,ta3'at
فكرتها,fekratha
محبوب,ma7boob
تقديرها,ta2deerha
اميره,amera
قلتلك,2oltlak
افلل,aflel
هزيمة,hazima
صادق,sade2
معقد,mo3agd
خليجي,5aleje
صوتي,sawte
بخدك,b5dak
مرغوبة,marghooba
طلق,tal2
صدق,sed2
صاحب,sa7eb
مميز,momayez
صفحات,saf7at
صغير,soghayar
زكري,zakry
رؤياك,ro2yak
الفريزر,lfrezer
انزل,enzel
مسلسل,mosalsal
اساسها,2sasha
متأخرة,mot2akhra
ماضي,maady
دماغ,demagh
تمانية,tamanya
نخلص,n5l9
سلام,salam
امان,aman
حبنا,7obena
قوي,qawy
توبة,tawba
نهاية,neheya
فصول,fosool
فراق,fora2
مزيكا,mazyka
صدق,sed2
شوفتي,$ofti
متجوز,motgawez
مستقبل,mosta2bel
مقبوضة,ma2booda
راجل,ragel
مكسوف,meksouf
القطك,algo6k
واقعي,wake3y
فاتحه,fatheh
غيره,gheera
راجل,ragel
مسجله,mosjleh
فكرتك,fekretik
فرحه,far7a
غريبه,ghrebeh
حفله,7fleh
أقوى,a2wa
محروم,mahroom
صوتها,sotha
سلم,sellem
لحظات,la7zat
المنجمون,elmnjmon
عشقك,3ash2ak
فصول,fosool
إخلاص,ekhlas
شوق,shoogh
كيفكم,kifakm
عطشانة,atshana
تائبة,ta2eba
هو,howa
متوقع,motawa2e3
مطرة,motra
غدارة,ghadara
تعبت,t3bt
فكرتك,fekretak
بعشقك,ba3sha2ak
افتح,efta7
قصة,qessa
قسوة,qaswa
تلت,telt
محترمة,mohtarama
يكون,ykoun
مرتاحة,merta7a
انت,enta
جاي,jai
مرسل,morsel
تعبانة,ta3bana
أربعة,arba3a
صوتهم,sawtohom
نعس,n3as
شكلي,$kli
متواضع,motwade3
غيرانين,ghayranin
أغلى,aghla
نص,noss
قصة,qessa
اقعدي,ag3udi
غالية,ghalya
محتاجها,mehtagaha
جامدة,gamda
كانت,kanat
بنفسجي,banafsegy
غناء,ghena2
مازال,mazal
تجرجرنا,tjrjrna
هزيم,hazeem
ست,sitt
مصرة,mosera
لمين,limin
مطرية,motrya
الساخن,elsa5en
ماسي,masi
نقيب,na8eb
سحاب,sahab
شراشف,$ra$ef
فوق,fou2
صوتي,sawte
واقعي,wake3y
للمره,llmrah
زني,zne
تماماً,tamaman
المسبات,elmasabat
هيني,hyni
متفائل,motfaael
مابتشك,mabtshk
تحسدني,t7sdne
زهره,zahra
تجاكر,tjaker
طلقة,tal2a
قرارات,qararat
دايرة,dawera
تحملي,t7mlli
متألقة,mot2alleqa
بعطوكي,b36oki
بجيبه,bejebo
نص,noss
مشتاء,mshta2
مليار,milyar
الريق,elre8
غدارة,ghadara
انزل,enzel
نادت,nadata
خالص,khales
بالكرك,blkrk
مخلصة,mokhlesa
ناجحة,nag7a
موج,moog
تعرفي,t3rfi
بقاله,ba2alo
لابئ,labee2
بهدلني,bhdlni
سريع,saree3
بوستلي,bustle
متفرحة,metfara7a
تحفة,to7fa
بل,bll
عينه,3eno
اب,ab
عزيمة,3azema
اعتبر,e3tbir
صباح,saba7
ضيقة,dayye2a
بتشوفيني,btshoufeni
ضده,9'edo
مزيكا,mazyka
بفرض,bfard
وياك,weyaak
صوتها,sawtaha
تعيش,t3ish
مثالية,mesalya
عشقي,3ash2i
كليتي,klyte
رحلتو,r7ltw
استسلم,astslm
تروح,troh
تحفة,to7fa
عزيمة,3azema
تقريباً,ta2reeban
بروح,brou7
حبيبي,7abeby
تحدي,ta7ady
بالجوع,bljo3
ستات,setat
فضة,fadda
تقريباً,ta2reeban
حاجة,7aga
ستة,seta
غدارة,ghadara
مشاعر,masha3er
فضي,feddy
قلبي,2albi
ستة,seta
مقبول,ma2bool
تحدي,ta7ady
إصرار,esrar
عني,3ane
انك,anak
بقرأها,b8ra2ha
سحاب,sahab
زهره,zahra
مرتاحة,merta7a
لهفة,lahfa
كوكب,kawkab
مؤثرة,mo2assera
متروكة,matrooka
قوسين,8osen
غنائي,ghena2y
اربد,irbid
قاسية,qasya
غالب,ghaleb
مشغول,mashghool
متأخرة,mot2akhra
أدبية,adabya
كلي,kolly
مرسل,morsel
طريق,taree2
فيكم,fekom
يهنيكوا,yhneeko
حاجة,7aga
قلت,2olt
حكاية,7ekaya
جامد,gamed
حبي,7oby
يطلع,y6l3
مليار,milyar
اتعرف,at3rf
رواية,riwaya
اب,ab
جديده,jdedeh
واضح,wad7
ملهم,molhem
البك,albik
يبعتلو,yb3tlo
عشقي,3ash2i
قوي,qawy
فراق,fora2
محبوب,ma7boob
بحر,ba7r
ضايعة,day3a
شقار,sh8ar
زكري,zakry
غنائي,ghena2y
متين,mateen
أردهم,2rodhom
صوتها,sotha
انحوس,anhos
سامحة,same7a
عايبه,3aybeh
العافيه,el3afiah
ودبرت,wdbrt
تعملها,ta3malha
حد,7ad
رايقان,ray2an
مجذوب,magzoub
غيرانين,ghayranin
صباح,saba7
بقالك,ba2alik
طمنينا,6mnena
وياكي,weyaki
الطاقه,el6a8h
كوكب,kawkab
صوتك,sotak
بعتذر,ba3tezer
تهريهم,tehreehom
ما,ma
قرارات,qararat
متألم,mota2allem
الصح,el97
ما,ma
قصة,qessa
أهداف,ahdaf
حاجة,7aga
بنتهي,bntahi
نجمة,nagma
أستطيع,2st6e3
قولي,2olly
كبيره,kbeera
راجع,raje3
قصدك,89dk
محتاجهم,mehtagohom
اغصبها,e3'9bha
مشغولة,mashghoola
سريعة,saree3a
ساقعة,sa23a
شفتهم,shofthom
طلقة,tal2a
انور,inour
واصف,wasef
عطشان,3atshan
معجب,mo3gib
بحبك,ba7ebak
مشغول,mashghool
ترعى,tr3a
حبك,7obik
دمعتك,dam3etak
قمر,2amar
صادق,sade2
بتحكيلي,bt7keli
مشغلات,m$3'lat
يحفضنا,y7fdna
واقعية,wa2e3ya
وثبتيلي,wethbtele
تفاعل,tfa3l
شاطره,$a6reh
قاسية,qasya
متأخرة,mot2akhra
صدق,sed2
جداً,gedan
عطشانة,atshana
عشقك,3ash2ak
قلت,2olt
يخليلك,ykhlelk
تماماً,tamaman
شيء,she2
متألق,mot2alleq
تكون,tkon
جرحته,jr7to
هي,heya
منتظرة,montazera
غدارة,ghadara
متضررة,motdarera
متحيرة,mot7ayera
لحن,la7n
فوق,fou2
اعرف,e3raf
المحترمه,alm7trmh
محاولات,mo7awalat
سريعة,saree3a
انحرج,an7reg
قوية,qaweya
واضح,wad7
بوصلني,bow9alni
دماغها,demagha
محتاجين,m7tajin
لحتى,l7ta
صاحب,sa7eb
ساقعة,sa23a
دمعة,dem3a
عوجك,3wjak
عملت,3mlt
أربعة,arba3a
جديد,gdeed
